Race,Driver,Bet placed,Driver race outcome,Implied probability,Estimated probability,Expected value,Bet outcome,Units won,Net units won
Hungarian,Alexander Albon,Odds to Finish Top Six,17,0.027777777777777776,0.031181857990444626,0.12254688765600652,0,0.0,-1.0
Hungarian,Zhou Guanyu,Odds to Finish Top Three,13,0.00398406374501992,0.006671783048475037,0.6746175451672343,0,0.0,-1.0
Hungarian,Zhou Guanyu,Odds to Finish Top Six,13,0.024390243902439025,0.05092787089659404,1.0880427067603557,0,0.0,-1.0
Hungarian,Zhou Guanyu,Odds to Finish Top Ten,13,0.23255813953488372,0.2685029233320525,0.15456257032782572,0,0.0,-1.0
Hungarian,Lance Stroll,Odds to Finish Top Six,11,0.038461538461538464,0.04718188068623063,0.22672889784199635,0,0.0,-1.0
Hungarian,Nicholas Latifi,Odds to Finish Top Six,18,0.006622516556291391,0.01841451587129444,1.7805918965654604,0,0.0,-1.0
Hungarian,Nicholas Latifi,Odds to Finish Top Ten,18,0.05263157894736842,0.16382752397739656,2.112722955570535,0,0.0,-1.0
Bahrain,Max Verstappen,Odds to Win,19,0.3508771929824561,0.3752938823971216,0.06958756483179651,0,0.0,-1.0
Bahrain,Max Verstappen,Odds to Finish Top Six,19,0.8,0.8567406350003062,0.07092579375038266,0,0.0,-1.0
Bahrain,Max Verstappen,Odds to Finish Top Ten,19,0.8461538461538461,0.9041207516614496,0.06850634287262225,0,0.0,-1.0
