Year,Race,Driver,Bet placed,Driver race outcome,Implied probability,Estimated probability,Expected value,Bet outcome,Amount wagered,Units won,Net units won,Cumulative bankroll
2021,Canadian,Mick Schumacher,Odds to Finish Top Six,\N,0.03225806451612903,0.0964022357247786,1.9884693074681365,0,7.0,0.0,-7.0,10139.222538572534
2021,Canadian,Mick Schumacher,Odds to Finish Top Ten,\N,0.16666666666666666,0.24493987657488073,0.4696392594492844,0,12.0,0.0,-12.0,10127.222538572534
2021,Canadian,Zhou Guanyu,Odds to Finish Top Three,8,0.006622516556291391,0.013146538765996528,0.9851273536654757,0,1.0,0.0,-1.0,10126.222538572534
2021,Canadian,Zhou Guanyu,Odds to Finish Top Six,8,0.03225806451612903,0.07012559527424403,1.1738934535015648,0,4.0,0.0,-4.0,10122.222538572534
2021,Canadian,Zhou Guanyu,Odds to Finish Top Ten,8,0.20833333333333334,0.27497815904081513,0.3198951633959126,1,13.0,62.4,49.4,10171.622538572534
2021,Canadian,Alexander Albon,Odds to Finish Top Three,13,0.0033222591362126247,0.010216652555237203,2.075212419126398,0,1.0,0.0,-1.0,10170.622538572534
2021,Canadian,Alexander Albon,Odds to Finish Top Six,13,0.015151515151515152,0.0706061088295634,3.6600031827511845,0,6.0,0.0,-6.0,10164.622538572534
2021,Canadian,Alexander Albon,Odds to Finish Top Ten,13,0.15384615384615385,0.20226805099676448,0.314742331478969,0,8.0,0.0,-8.0,10156.622538572534
2021,Canadian,Nicholas Latifi,Odds to Finish Top Three,16,0.001996007984031936,0.002039159067252628,0.021618692693566643,0,0.0,0.0,0.0,10156.622538572534
2021,Canadian,Nicholas Latifi,Odds to Finish Top Six,16,0.006622516556291391,0.02598498167162973,2.923732232416089,0,2.0,0.0,-2.0,10154.622538572534
2021,Canadian,Nicholas Latifi,Odds to Finish Top Ten,16,0.043478260869565216,0.1716844561644139,2.94874249178152,0,14.0,0.0,-14.0,10140.622538572534
2021,Azerbaijan,Max Verstappen,Odds to Finish Top Six,1,0.8333333333333334,0.895126371036166,0.07415164524339923,1,82.0,98.39999999999999,16.39999999999999,10157.022538572533
2021,Azerbaijan,Max Verstappen,Odds to Finish Top Ten,1,0.875,0.924522064260137,0.05659664486872806,1,87.0,99.42857142857143,12.42857142857143,10169.451110001104
2021,Azerbaijan,Charles Leclerc,Odds to Finish Top Six,\N,0.8181818181818182,0.8549446571025723,0.0449323586809216,0,75.0,0.0,-75.0,10094.451110001104
2021,Azerbaijan,Charles Leclerc,Odds to Finish Top Ten,\N,0.875,0.9156483903386853,0.046455303244211654,0,85.0,0.0,-85.0,10009.451110001104
2021,Azerbaijan,Sergio Perez,Odds to Win,2,0.15384615384615385,0.2369641694295702,0.5402671012922062,0,12.0,0.0,-12.0,9997.451110001104
2021,Azerbaijan,Sergio Perez,Odds to Finish Top Three,2,0.5833333333333334,0.6684127272299911,0.14585038953712748,1,47.0,80.57142857142857,33.57142857142857,10031.022538572533
2021,Azerbaijan,Sergio Perez,Odds to Finish Top Six,2,0.8,0.8754281866858945,0.09428523335736805,1,78.0,97.5,19.5,10050.522538572533
2021,Azerbaijan,Sergio Perez,Odds to Finish Top Ten,2,0.8666666666666667,0.9539381785925367,0.10069789837600385,1,92.0,106.15384615384615,14.153846153846146,10064.67638472638
2021,Azerbaijan,Carlos Sainz,Odds to Win,\N,0.08333333333333333,0.0910623574529877,0.09274828943585245,0,2.0,0.0,-2.0,10062.67638472638
2021,Azerbaijan,Carlos Sainz,Odds to Finish Top Three,\N,0.46511627906976744,0.4721010682463952,0.015017296729749718,0,23.0,0.0,-23.0,10039.67638472638
2021,Azerbaijan,Carlos Sainz,Odds to Finish Top Six,\N,0.782608695652174,0.7924652849658608,0.012594530789710845,0,63.0,0.0,-63.0,9976.67638472638
2021,Azerbaijan,Carlos Sainz,Odds to Finish Top Ten,\N,0.8666666666666667,0.8993816329249466,0.037748037990323,0,81.0,0.0,-81.0,9895.67638472638
2021,Azerbaijan,George Russell,Odds to Win,3,0.038461538461538464,0.0533066790019404,0.38597365405045037,0,2.0,0.0,-2.0,9893.67638472638
2021,Azerbaijan,George Russell,Odds to Finish Top Three,3,0.25,0.2687221121812436,0.07488844872497435,1,8.0,32.0,24.0,9917.67638472638
2021,Azerbaijan,Lewis Hamilton,Odds to Win,4,0.027777777777777776,0.0301770833824172,0.08637500176701929,0,0.0,0.0,0.0,9917.67638472638
2021,Azerbaijan,Fernando Alonso,Odds to Win,7,0.00398406374501992,0.0052920535073432,0.3283054303431432,0,0.0,0.0,0.0,9917.67638472638
2021,Azerbaijan,Daniel Ricciardo,Odds to Finish Top Three,8,0.024390243902439025,0.0305008541773608,0.2505350212717927,0,1.0,0.0,-1.0,9916.67638472638
2021,Azerbaijan,Daniel Ricciardo,Odds to Finish Top Six,8,0.14285714285714285,0.19635868008033008,0.3745107605623106,0,8.0,0.0,-8.0,9908.67638472638
2021,Azerbaijan,Daniel Ricciardo,Odds to Finish Top Ten,8,0.46511627906976744,0.4819649614912336,0.03622466720615214,1,24.0,51.6,27.6,9936.27638472638
2021,Azerbaijan,Pierre Gasly,Odds to Win,5,0.0033222591362126247,0.0067245449045462,1.024088016268406,0,0.0,0.0,0.0,9936.27638472638
2021,Azerbaijan,Pierre Gasly,Odds to Finish Top Three,5,0.03225806451612903,0.0660155530701037,1.046482145173215,0,4.0,0.0,-4.0,9932.27638472638
2021,Azerbaijan,Pierre Gasly,Odds to Finish Top Six,5,0.14285714285714285,0.2445200969906467,0.7116406789345269,1,14.0,98.0,84.0,10016.27638472638
2021,Azerbaijan,Yuki Tsunoda,Odds to Finish Top Three,13,0.009900990099009901,0.0153533323499602,0.5506865673459802,0,1.0,0.0,-1.0,10015.27638472638
2021,Azerbaijan,Yuki Tsunoda,Odds to Finish Top Six,13,0.06666666666666667,0.12739534393570962,0.9109301590356442,0,7.0,0.0,-7.0,10008.27638472638
2021,Azerbaijan,Sebastian Vettel,Odds to Win,6,0.001996007984031936,0.0035730026266092,0.7900743159312094,0,0.0,0.0,0.0,10008.27638472638
2021,Azerbaijan,Sebastian Vettel,Odds to Finish Top Three,6,0.015151515151515152,0.028600882804590298,0.8876582651029596,0,1.0,0.0,-1.0,10007.27638472638
2021,Azerbaijan,Sebastian Vettel,Odds to Finish Top Six,6,0.08333333333333333,0.1739774569288605,1.087729483146326,1,11.0,132.0,121.0,10128.27638472638
2021,Azerbaijan,Zhou Guanyu,Odds to Finish Top Six,\N,0.03225806451612903,0.04533969614599699,0.40553058052590685,0,1.0,0.0,-1.0,10127.27638472638
2021,Azerbaijan,Zhou Guanyu,Odds to Finish Top Ten,\N,0.18181818181818182,0.2683089169121525,0.47569904301683863,0,14.0,0.0,-14.0,10113.27638472638
2021,Azerbaijan,Alexander Albon,Odds to Finish Top Six,12,0.0196078431372549,0.03804982427840921,0.9405410381988697,0,2.0,0.0,-2.0,10111.27638472638
2021,Azerbaijan,Alexander Albon,Odds to Finish Top Ten,12,0.15384615384615385,0.172088793703364,0.11857715907186583,0,5.0,0.0,-5.0,10106.27638472638
2021,Azerbaijan,Nicholas Latifi,Odds to Finish Top Six,15,0.006622516556291391,0.02551903614669274,2.8533744581506038,0,2.0,0.0,-2.0,10104.27638472638
2021,Azerbaijan,Nicholas Latifi,Odds to Finish Top Ten,15,0.043478260869565216,0.18310001854354085,3.21130042650144,0,15.0,0.0,-15.0,10089.27638472638
2021,British,Max Verstappen,Odds to Finish Top Three,7,0.782608695652174,0.8674963393848847,0.10846754476957488,0,77.0,0.0,-77.0,10012.27638472638
2021,British,Max Verstappen,Odds to Finish Top Six,7,0.8461538461538461,0.9402441908968356,0.11119768015080567,0,89.0,0.0,-89.0,9923.27638472638
2021,British,Max Verstappen,Odds to Finish Top Ten,7,0.8571428571428571,0.9524143751368016,0.1111501043262686,1,90.0,105.0,15.0,9938.27638472638
2021,British,Charles Leclerc,Odds to Finish Top Ten,4,0.8461538461538461,0.8543614525772965,0.009699898500441284,1,73.0,86.27272727272728,13.27272727272728,9951.549111999107
2021,British,Sergio Perez,Odds to Win,2,0.08333333333333333,0.1228627433186665,0.4743529198239982,0,5.0,0.0,-5.0,9946.549111999107
2021,British,Sergio Perez,Odds to Finish Top Three,2,0.5238095238095238,0.5847441189371942,0.11632968160737067,1,37.0,70.63636363636363,33.636363636363626,9980.185475635471
